ST_CASE,VEH_NO,MDRDSTRD,YEAR,FATALS,PER_TYP,INJ_SEV
10302,1,0,2010,1,2.0,4.0
10303,1,0,2010,1,1.0,4.0
10304,1,0,2010,1,1.0,4.0
10304,2,0,2010,1,1.0,2.0
10305,1,0,2010,1,1.0,4.0
10305,2,0,2010,1,1.0,2.0
10306,1,0,2010,1,1.0,0.0
10306,1,0,2010,1,2.0,0.0
10306,2,0,2010,1,1.0,4.0
10307,1,0,2010,1,1.0,4.0
10308,1,0,2010,1,1.0,3.0
10308,1,0,2010,1,2.0,4.0
10308,2,0,2010,1,1.0,0.0
10309,1,0,2010,1,1.0,0.0
10310,1,0,2010,1,1.0,4.0
10310,2,0,2010,1,1.0,1.0
10310,2,0,2010,1,2.0,1.0
10311,1,0,2010,1,1.0,4.0
10311,2,0,2010,1,1.0,0.0
10312,1,0,2010,1,1.0,4.0
10312,2,0,2010,1,1.0,1.0
10312,2,0,2010,1,2.0,1.0
10313,1,0,2010,1,1.0,4.0
10313,2,0,2010,1,1.0,0.0
10314,1,0,2010,1,1.0,3.0
10314,1,0,2010,1,2.0,2.0
10314,1,0,2010,1,2.0,2.0
10314,2,0,2010,1,1.0,3.0
10314,2,0,2010,1,2.0,2.0
10314,2,0,2010,1,2.0,4.0
10314,3,0,2010,1,1.0,0.0
10315,1,0,2010,1,1.0,0.0
10316,1,0,2010,1,1.0,0.0
10317,1,0,2010,1,1.0,4.0
10318,1,0,2010,2,1.0,4.0
10318,1,0,2010,2,2.0,4.0
10319,1,0,2010,1,1.0,4.0
10319,2,0,2010,1,1.0,0.0
10319,2,0,2010,1,2.0,0.0
10320,1,0,2010,1,1.0,4.0
10320,2,0,2010,1,1.0,0.0
10321,1,0,2010,1,1.0,0.0
10321,1,0,2010,1,2.0,3.0
10321,1,0,2010,1,2.0,0.0
10321,1,0,2010,1,2.0,4.0
10321,2,0,2010,1,1.0,0.0
10321,2,0,2010,1,2.0,0.0
10321,3,0,2010,1,1.0,0.0
10322,1,0,2010,1,1.0,0.0
10322,1,0,2010,1,2.0,0.0
10322,1,0,2010,1,2.0,0.0
10322,1,0,2010,1,2.0,0.0
10322,1,0,2010,1,2.0,0.0
10322,1,0,2010,1,2.0,0.0
10322,2,0,2010,1,1.0,4.0
10323,1,0,2010,1,1.0,3.0
10323,1,0,2010,1,2.0,3.0
10323,1,0,2010,1,2.0,3.0
10323,1,0,2010,1,2.0,3.0
10323,1,0,2010,1,2.0,3.0
10323,2,0,2010,1,1.0,0.0
10323,2,0,2010,1,2.0,0.0
10323,3,0,2010,1,1.0,0.0
10323,3,0,2010,1,2.0,0.0
10323,3,0,2010,1,2.0,0.0
10323,4,0,2010,1,1.0,4.0
10323,4,0,2010,1,2.0,3.0
10324,1,0,2010,1,1.0,0.0
10325,1,0,2010,1,1.0,4.0
10325,1,0,2010,1,2.0,3.0
10325,1,0,2010,1,2.0,3.0
10326,1,0,2010,1,1.0,4.0
10326,2,0,2010,1,1.0,2.0
10326,2,0,2010,1,2.0,2.0
10327,1,0,2010,1,1.0,2.0
10327,1,0,2010,1,2.0,2.0
10327,1,0,2010,1,2.0,4.0
10327,2,16,2010,1,,
10327,3,16,2010,1,,
10328,1,99,2010,1,1.0,0.0
10329,1,0,2010,1,1.0,4.0
10330,1,3,2010,1,1.0,3.0
10330,1,3,2010,1,2.0,3.0
10330,1,3,2010,1,2.0,4.0
10331,1,0,2010,1,1.0,4.0
10332,1,0,2010,1,1.0,4.0
10333,1,0,2010,1,1.0,4.0
10334,1,0,2010,1,1.0,2.0
10334,1,0,2010,1,2.0,2.0
10334,1,0,2010,1,2.0,2.0
10334,1,0,2010,1,2.0,3.0
10334,1,0,2010,1,2.0,2.0
10334,2,0,2010,1,1.0,4.0
10334,2,0,2010,1,2.0,3.0
10334,2,0,2010,1,2.0,3.0
10335,1,0,2010,1,1.0,4.0
10336,1,0,2010,1,1.0,4.0
10336,1,0,2010,1,2.0,3.0
10337,1,0,2010,1,1.0,0.0
10337,1,0,2010,1,2.0,0.0
10337,2,0,2010,1,1.0,4.0
10337,2,0,2010,1,2.0,1.0
10337,3,0,2010,1,1.0,0.0
10337,3,0,2010,1,2.0,1.0
10337,4,0,2010,1,1.0,0.0
10337,5,0,2010,1,1.0,0.0
10338,1,0,2010,1,1.0,4.0
10339,1,0,2010,1,1.0,4.0
10339,2,0,2010,1,1.0,0.0
10340,1,0,2010,1,1.0,4.0
10341,1,0,2010,1,1.0,4.0
10342,1,0,2010,1,1.0,4.0
10343,1,0,2010,1,1.0,4.0
10344,1,0,2010,1,1.0,2.0
10344,1,0,2010,1,2.0,3.0
10344,1,0,2010,1,2.0,4.0
10344,2,0,2010,1,1.0,3.0
10344,2,0,2010,1,2.0,3.0
10344,3,0,2010,1,1.0,2.0
10344,3,0,2010,1,2.0,3.0
10345,1,0,2010,1,1.0,4.0
10346,1,0,2010,1,1.0,4.0
10347,1,0,2010,1,1.0,4.0
10347,2,0,2010,1,1.0,0.0
10348,1,0,2010,1,1.0,4.0
10349,1,0,2010,1,1.0,4.0
10349,1,0,2010,1,2.0,3.0
10350,1,7,2010,1,1.0,4.0
10350,1,7,2010,1,2.0,0.0
10351,1,0,2010,1,1.0,0.0
10351,1,0,2010,1,2.0,4.0
10351,1,0,2010,1,2.0,3.0
10351,1,0,2010,1,2.0,3.0
10352,1,0,2010,1,1.0,0.0
10352,2,16,2010,1,,
10353,1,0,2010,1,1.0,4.0
10354,1,0,2010,1,1.0,4.0
10355,1,0,2010,1,1.0,4.0
10355,1,0,2010,1,2.0,2.0
10355,1,0,2010,1,2.0,1.0
10355,1,0,2010,1,2.0,1.0
10356,1,0,2010,1,1.0,3.0
10356,2,0,2010,1,1.0,4.0
10356,2,0,2010,1,2.0,3.0
10357,1,0,2010,1,1.0,4.0
10358,1,0,2010,1,1.0,4.0
10359,1,0,2010,1,1.0,4.0
10359,1,0,2010,1,2.0,0.0
10359,1,0,2010,1,2.0,2.0
10359,1,0,2010,1,2.0,0.0
10360,1,0,2010,1,1.0,4.0
10361,1,0,2010,1,1.0,4.0
10362,1,0,2010,1,1.0,4.0
10363,1,0,2010,1,1.0,0.0
10364,1,0,2010,1,1.0,0.0
10364,1,0,2010,1,2.0,0.0
10364,2,0,2010,1,1.0,4.0
10365,1,0,2010,1,1.0,4.0
10365,2,0,2010,1,1.0,0.0
10366,1,10,2010,1,1.0,4.0
10367,1,0,2010,1,1.0,4.0
10368,1,0,2010,1,1.0,4.0
10369,1,0,2010,1,1.0,3.0
10369,1,0,2010,1,2.0,2.0
10369,1,0,2010,1,2.0,4.0
10369,1,0,2010,1,2.0,3.0
10369,1,0,2010,1,2.0,2.0
10369,1,0,2010,1,2.0,3.0
10369,1,0,2010,1,2.0,2.0
10369,1,0,2010,1,2.0,2.0
10369,1,0,2010,1,2.0,2.0
10369,1,0,2010,1,2.0,2.0
10369,1,0,2010,1,2.0,2.0
10369,1,0,2010,1,2.0,3.0
10370,1,0,2010,1,1.0,4.0
10370,1,0,2010,1,2.0,3.0
10371,1,0,2010,1,1.0,4.0
10371,1,0,2010,1,2.0,2.0
10372,1,0,2010,1,1.0,4.0
10373,1,92,2010,1,1.0,4.0
10373,1,92,2010,1,2.0,2.0
10374,1,0,2010,1,1.0,4.0
10375,1,0,2010,1,1.0,4.0
10376,1,0,2010,1,1.0,4.0
10377,1,0,2010,1,1.0,4.0
10377,2,0,2010,1,1.0,0.0
10378,1,0,2010,1,1.0,0.0
10378,1,0,2010,1,2.0,0.0
10378,1,0,2010,1,2.0,0.0
10378,1,0,2010,1,2.0,4.0
10379,1,10,2010,1,1.0,0.0
10379,1,10,2010,1,2.0,3.0
10379,2,0,2010,1,1.0,4.0
10380,1,16,2010,1,,
10380,2,0,2010,1,1.0,1.0
10381,1,92,2010,1,1.0,4.0
10381,2,0,2010,1,1.0,0.0
10382,1,0,2010,1,1.0,4.0
10383,1,10,2010,1,1.0,0.0
10384,1,0,2010,1,1.0,4.0
10385,1,0,2010,2,1.0,4.0
10385,1,0,2010,2,2.0,4.0
10386,1,0,2010,1,1.0,1.0
10386,1,0,2010,1,2.0,4.0
10386,2,0,2010,1,1.0,0.0
10386,2,0,2010,1,2.0,0.0
10386,2,0,2010,1,2.0,0.0
10386,2,0,2010,1,2.0,0.0
10386,2,0,2010,1,2.0,0.0
10387,1,0,2010,1,1.0,3.0
10387,1,0,2010,1,2.0,4.0
10387,2,0,2010,1,1.0,3.0
10388,1,0,2010,1,1.0,4.0
10389,1,0,2010,1,1.0,4.0
10389,1,0,2010,1,2.0,2.0
10389,1,0,2010,1,2.0,3.0
10389,1,0,2010,1,2.0,2.0
10389,1,0,2010,1,2.0,3.0
10389,2,0,2010,1,1.0,0.0
10391,1,0,2010,1,1.0,4.0
10391,2,0,2010,1,1.0,0.0
10392,1,0,2010,1,1.0,4.0
10392,1,0,2010,1,2.0,0.0
10393,1,0,2010,1,1.0,4.0
10393,2,0,2010,1,1.0,3.0
10393,2,0,2010,1,2.0,0.0
10394,1,0,2010,1,1.0,2.0
10394,1,0,2010,1,2.0,2.0
10394,1,0,2010,1,2.0,4.0
10395,1,0,2010,1,1.0,4.0
10396,1,0,2010,1,1.0,0.0
10397,1,0,2010,1,1.0,4.0
10398,1,0,2010,1,1.0,4.0
10398,2,0,2010,1,1.0,3.0
10399,1,0,2010,1,1.0,2.0
10399,2,0,2010,1,1.0,4.0
10400,1,0,2010,1,1.0,4.0
10401,1,0,2010,1,1.0,0.0
10401,1,0,2010,1,2.0,0.0
10402,1,0,2010,1,1.0,4.0
10403,1,0,2010,1,1.0,4.0
10404,1,0,2010,1,1.0,4.0
10405,1,0,2010,1,1.0,4.0
10406,1,0,2010,1,1.0,4.0
10407,1,1,2010,1,1.0,4.0
10407,2,0,2010,1,1.0,1.0
10408,1,0,2010,1,1.0,4.0
10408,1,0,2010,1,2.0,1.0
10408,2,0,2010,1,1.0,0.0
10408,2,0,2010,1,2.0,2.0
10409,1,0,2010,1,1.0,4.0
10410,1,0,2010,1,1.0,4.0
10411,1,0,2010,1,1.0,3.0
10411,1,0,2010,1,2.0,4.0
10412,1,0,2010,1,1.0,4.0
10413,1,0,2010,1,1.0,0.0
10413,2,0,2010,1,1.0,4.0
10414,1,0,2010,2,1.0,3.0
10414,2,0,2010,2,1.0,4.0
10414,2,0,2010,2,2.0,4.0
10415,1,0,2010,3,1.0,3.0
10415,1,0,2010,3,2.0,3.0
10415,1,0,2010,3,2.0,4.0
10415,1,0,2010,3,2.0,4.0
10415,1,0,2010,3,2.0,4.0
10416,1,0,2010,1,1.0,4.0
10417,1,0,2010,1,1.0,4.0
10418,1,0,2010,1,1.0,0.0
10418,2,0,2010,1,1.0,4.0
10419,1,0,2010,1,1.0,3.0
10419,1,0,2010,1,2.0,4.0
10420,1,0,2010,1,1.0,4.0
10421,1,0,2010,1,1.0,0.0
10421,1,0,2010,1,2.0,3.0
10421,1,0,2010,1,2.0,0.0
10421,1,0,2010,1,2.0,2.0
10421,1,0,2010,1,2.0,3.0
10421,2,0,2010,1,1.0,4.0
10422,1,0,2010,1,1.0,4.0
10423,1,0,2010,1,1.0,4.0
10424,1,0,2010,1,1.0,4.0
10424,2,0,2010,1,1.0,0.0
10424,2,0,2010,1,2.0,0.0
10425,1,0,2010,1,1.0,4.0
10425,1,0,2010,1,2.0,3.0
10426,1,0,2010,1,1.0,4.0
10427,1,0,2010,1,1.0,0.0
10427,2,0,2010,1,1.0,2.0
10427,2,0,2010,1,2.0,2.0
10427,2,0,2010,1,2.0,4.0
10427,2,0,2010,1,2.0,2.0
10428,1,0,2010,1,1.0,2.0
10428,2,0,2010,1,1.0,4.0
10428,3,0,2010,1,1.0,3.0
10429,1,0,2010,1,1.0,4.0
10430,1,0,2010,1,1.0,4.0
10431,1,0,2010,1,1.0,3.0
10431,1,0,2010,1,2.0,4.0
10432,1,0,2010,1,1.0,4.0
10433,1,0,2010,1,1.0,4.0
10433,2,0,2010,1,1.0,0.0
10434,1,0,2010,1,1.0,0.0
10434,2,0,2010,1,1.0,3.0
10434,2,0,2010,1,2.0,4.0
10435,1,0,2010,1,1.0,4.0
10435,2,0,2010,1,1.0,1.0
10436,1,0,2010,1,1.0,0.0
10436,2,0,2010,1,1.0,4.0
10437,1,0,2010,1,1.0,1.0
10437,1,0,2010,1,2.0,4.0
10437,2,0,2010,1,1.0,1.0
10438,1,0,2010,1,1.0,0.0
10438,2,0,2010,1,1.0,4.0
10439,1,0,2010,1,1.0,4.0
10440,1,0,2010,1,1.0,4.0
10440,2,0,2010,1,1.0,1.0
10440,2,0,2010,1,2.0,2.0
10440,2,0,2010,1,2.0,2.0
10441,1,0,2010,2,1.0,4.0
10441,1,0,2010,2,2.0,3.0
10441,1,0,2010,2,2.0,4.0
10441,1,0,2010,2,2.0,3.0
10442,1,0,2010,1,1.0,4.0
10443,1,0,2010,1,1.0,3.0
10443,1,0,2010,1,2.0,4.0
10443,1,0,2010,1,2.0,1.0
10444,1,0,2010,2,1.0,4.0
10444,1,0,2010,2,2.0,4.0
10445,1,0,2010,1,1.0,4.0
10446,1,0,2010,1,1.0,2.0
10446,2,0,2010,1,1.0,4.0
10447,1,0,2010,1,1.0,4.0
10448,1,0,2010,1,1.0,0.0
10449,1,0,2010,1,1.0,4.0
10450,1,0,2010,1,1.0,4.0
10451,1,0,2010,1,1.0,3.0
10451,1,0,2010,1,2.0,4.0
10451,2,0,2010,1,1.0,2.0
10451,2,0,2010,1,2.0,1.0
10452,1,0,2010,1,1.0,0.0
10452,1,0,2010,1,2.0,0.0
10452,2,0,2010,1,1.0,4.0
10452,3,0,2010,1,1.0,2.0
10452,3,0,2010,1,2.0,3.0
10452,3,0,2010,1,2.0,2.0
10453,1,0,2010,1,1.0,4.0
10453,1,0,2010,1,2.0,2.0
10453,2,0,2010,1,1.0,1.0
10454,1,0,2010,1,1.0,4.0
10455,1,0,2010,1,1.0,3.0
10455,1,0,2010,1,2.0,3.0
10455,1,0,2010,1,2.0,3.0
10455,1,0,2010,1,2.0,4.0
10455,1,0,2010,1,2.0,3.0
10456,1,0,2010,2,1.0,4.0
10456,2,0,2010,2,1.0,4.0
10456,3,0,2010,2,1.0,0.0
10457,1,0,2010,1,1.0,3.0
10457,1,0,2010,1,2.0,3.0
10457,1,0,2010,1,2.0,4.0
10458,1,0,2010,1,1.0,4.0
10459,1,0,2010,1,1.0,4.0
10459,1,0,2010,1,2.0,2.0
10460,1,0,2010,1,1.0,4.0
10460,1,0,2010,1,2.0,3.0
10460,2,0,2010,1,1.0,3.0
10461,1,0,2010,1,1.0,4.0
10461,1,0,2010,1,2.0,3.0
10462,1,0,2010,1,1.0,4.0
10463,1,0,2010,1,1.0,2.0
10463,1,0,2010,1,2.0,4.0
10463,1,0,2010,1,2.0,3.0
10464,1,0,2010,1,1.0,4.0
10465,1,0,2010,1,1.0,3.0
10465,1,0,2010,1,2.0,4.0
10466,1,0,2010,1,1.0,4.0
10467,1,0,2010,2,1.0,4.0
10467,1,0,2010,2,2.0,4.0
10467,2,0,2010,2,1.0,0.0
10468,1,0,2010,1,1.0,2.0
10468,2,0,2010,1,1.0,2.0
10468,2,0,2010,1,2.0,1.0
10468,2,0,2010,1,2.0,2.0
10468,2,0,2010,1,2.0,4.0
10469,1,0,2010,1,1.0,0.0
10469,2,0,2010,1,1.0,4.0
10470,1,0,2010,1,1.0,4.0
10470,2,0,2010,1,1.0,0.0
10471,1,0,2010,1,1.0,3.0
10471,1,0,2010,1,2.0,4.0
10471,1,0,2010,1,2.0,3.0
10472,1,0,2010,1,1.0,4.0
10473,1,0,2010,1,1.0,4.0
10473,2,0,2010,1,1.0,3.0
10474,1,0,2010,1,1.0,4.0
10474,2,0,2010,1,1.0,2.0
10474,2,0,2010,1,2.0,3.0
10475,1,0,2010,1,1.0,4.0
10475,1,0,2010,1,2.0,3.0
10476,1,0,2010,2,1.0,4.0
10476,1,0,2010,2,2.0,4.0
10477,1,0,2010,1,1.0,4.0
10477,2,0,2010,1,1.0,0.0
10477,2,0,2010,1,2.0,0.0
10478,1,0,2010,2,1.0,4.0
10478,1,0,2010,2,2.0,4.0
10478,2,0,2010,2,1.0,0.0
10479,1,0,2010,1,1.0,2.0
10479,2,0,2010,1,1.0,4.0
10479,2,0,2010,1,2.0,2.0
10480,1,0,2010,1,1.0,4.0
10480,1,0,2010,1,2.0,3.0
10481,1,0,2010,1,1.0,4.0
10482,1,0,2010,1,1.0,4.0
10483,1,0,2010,1,1.0,3.0
10483,1,0,2010,1,2.0,4.0
10484,1,0,2010,1,1.0,3.0
10484,1,0,2010,1,2.0,4.0
10484,2,0,2010,1,1.0,2.0
10484,2,0,2010,1,2.0,0.0
10484,2,0,2010,1,2.0,0.0
10484,2,0,2010,1,2.0,0.0
10485,1,0,2010,1,1.0,3.0
10485,2,0,2010,1,1.0,4.0
10486,1,0,2010,1,1.0,3.0
10487,1,0,2010,1,1.0,4.0
10488,1,0,2010,1,1.0,4.0
10488,2,0,2010,1,1.0,0.0
10488,2,0,2010,1,2.0,0.0
10489,1,0,2010,1,1.0,4.0
10489,1,0,2010,1,2.0,3.0
10490,1,0,2010,1,1.0,4.0
10490,1,0,2010,1,2.0,3.0
10491,1,0,2010,1,1.0,4.0
10491,1,0,2010,1,2.0,3.0
10492,1,0,2010,1,1.0,4.0
10493,1,0,2010,1,1.0,3.0
10493,1,0,2010,1,2.0,3.0
10493,1,0,2010,1,2.0,4.0
10493,1,0,2010,1,2.0,2.0
10494,1,0,2010,2,1.0,4.0
10494,1,0,2010,2,2.0,4.0
10495,1,0,2010,1,1.0,4.0
10496,1,0,2010,1,1.0,0.0
10497,1,0,2010,1,1.0,3.0
10497,1,0,2010,1,2.0,4.0
10497,2,0,2010,1,1.0,0.0
10498,1,0,2010,1,1.0,4.0
10499,1,0,2010,1,1.0,2.0
10499,2,0,2010,1,1.0,4.0
10500,1,0,2010,1,1.0,4.0
10500,1,0,2010,1,2.0,3.0
10500,1,0,2010,1,2.0,3.0
10501,1,0,2010,1,1.0,3.0
10501,1,0,2010,1,2.0,4.0
10501,2,16,2010,1,3.0,0.0
10502,1,0,2010,2,1.0,4.0
10502,1,0,2010,2,2.0,4.0
10502,1,0,2010,2,2.0,2.0
10503,1,0,2010,2,1.0,4.0
10503,1,0,2010,2,2.0,4.0
10503,2,0,2010,2,1.0,3.0
10503,2,0,2010,2,2.0,0.0
10503,2,0,2010,2,2.0,3.0
10503,2,0,2010,2,2.0,0.0
10504,1,0,2010,1,1.0,0.0
10504,2,0,2010,1,1.0,3.0
10504,2,0,2010,1,2.0,4.0
10505,1,0,2010,1,1.0,4.0
10506,1,0,2010,1,1.0,4.0
10507,1,0,2010,1,1.0,4.0
10508,1,0,2010,1,1.0,4.0
10509,1,0,2010,1,1.0,4.0
10509,1,0,2010,1,2.0,3.0
10510,1,0,2010,1,1.0,4.0
10510,1,0,2010,1,2.0,2.0
10510,1,0,2010,1,2.0,2.0
10511,1,0,2010,1,1.0,4.0
10512,1,0,2010,1,1.0,4.0
10513,1,0,2010,2,1.0,4.0
10513,1,0,2010,2,2.0,4.0
10513,2,0,2010,2,1.0,0.0
10513,3,0,2010,2,1.0,0.0
10513,3,0,2010,2,2.0,0.0
10514,1,0,2010,1,1.0,4.0
10515,1,0,2010,1,1.0,2.0
10515,1,0,2010,1,2.0,4.0
10515,1,0,2010,1,2.0,1.0
10515,1,0,2010,1,2.0,3.0
10515,2,0,2010,1,1.0,2.0
10515,2,0,2010,1,2.0,2.0
10515,2,0,2010,1,2.0,2.0
10516,1,0,2010,1,1.0,4.0
10517,1,0,2010,1,1.0,4.0
10517,1,0,2010,1,2.0,0.0
10518,1,0,2010,1,1.0,4.0
10518,2,0,2010,1,1.0,2.0
10518,2,0,2010,1,2.0,2.0
10518,2,0,2010,1,2.0,2.0
10518,2,0,2010,1,2.0,2.0
10518,2,0,2010,1,2.0,2.0
10519,1,0,2010,1,1.0,4.0
10519,2,0,2010,1,1.0,0.0
10519,2,0,2010,1,2.0,0.0
10520,1,0,2010,1,1.0,4.0
10520,1,0,2010,1,2.0,2.0
10521,1,0,2010,1,1.0,4.0
10522,1,0,2010,1,1.0,2.0
10522,1,0,2010,1,2.0,4.0
10523,1,0,2010,1,1.0,4.0
10523,2,0,2010,1,1.0,0.0
10524,1,0,2010,1,1.0,4.0
10525,1,0,2010,1,1.0,4.0
10526,1,0,2010,1,1.0,4.0
10526,2,0,2010,1,1.0,3.0
10526,2,0,2010,1,2.0,3.0
10526,3,0,2010,1,1.0,0.0
10526,3,0,2010,1,2.0,0.0
10527,1,0,2010,1,1.0,4.0
10528,1,0,2010,1,1.0,4.0
10529,1,0,2010,1,1.0,4.0
10530,1,0,2010,1,1.0,3.0
10530,2,0,2010,1,1.0,4.0
10530,2,0,2010,1,2.0,2.0
10531,1,0,2010,1,1.0,4.0
10532,1,0,2010,1,1.0,4.0
10532,2,0,2010,1,1.0,2.0
10532,2,0,2010,1,2.0,2.0
10533,1,0,2010,1,1.0,4.0
10534,1,0,2010,1,1.0,4.0
10535,1,0,2010,1,1.0,3.0
10536,1,0,2010,1,1.0,0.0
10537,1,0,2010,1,1.0,4.0
10537,1,0,2010,1,2.0,2.0
10538,1,0,2010,1,1.0,3.0
10538,1,0,2010,1,2.0,3.0
10538,1,0,2010,1,2.0,3.0
10538,1,0,2010,1,2.0,4.0
10539,1,0,2010,1,1.0,4.0
10540,1,0,2010,1,1.0,0.0
10541,1,0,2010,1,1.0,4.0
10541,2,0,2010,1,1.0,0.0
10542,1,0,2010,1,1.0,4.0
10542,2,0,2010,1,1.0,0.0
10542,2,0,2010,1,2.0,0.0
10542,3,0,2010,1,1.0,0.0
10543,1,0,2010,1,1.0,4.0
10543,1,0,2010,1,2.0,3.0
10543,2,0,2010,1,1.0,3.0
10544,1,0,2010,1,1.0,4.0
10545,1,0,2010,1,1.0,4.0
10546,1,0,2010,1,1.0,4.0
10546,2,0,2010,1,1.0,0.0
10547,1,0,2010,1,1.0,4.0
10548,1,0,2010,1,1.0,4.0
10549,1,0,2010,1,1.0,4.0
10550,1,0,2010,4,1.0,0.0
10550,2,0,2010,4,1.0,4.0
10550,2,0,2010,4,2.0,4.0
10550,2,0,2010,4,2.0,4.0
10550,2,0,2010,4,2.0,4.0
10550,3,0,2010,4,1.0,0.0
10551,1,0,2010,1,1.0,4.0
10552,1,0,2010,1,1.0,4.0
10553,1,0,2010,1,1.0,4.0
10553,2,0,2010,1,1.0,0.0
10554,1,0,2010,1,1.0,3.0
10554,1,0,2010,1,2.0,4.0
10554,2,0,2010,1,1.0,3.0
10555,1,0,2010,1,1.0,0.0
10556,1,0,2010,1,1.0,4.0
10557,1,0,2010,1,1.0,4.0
10558,1,0,2010,1,1.0,4.0
10558,1,0,2010,1,2.0,3.0
10558,1,0,2010,1,2.0,3.0
10558,1,0,2010,1,2.0,3.0
10558,2,0,2010,1,1.0,0.0
10559,1,0,2010,2,1.0,4.0
10559,1,0,2010,2,2.0,4.0
10560,1,0,2010,1,1.0,4.0
10561,1,0,2010,1,1.0,4.0
10561,1,0,2010,1,2.0,2.0
10562,1,0,2010,1,1.0,4.0
10562,2,0,2010,1,1.0,3.0
10563,1,0,2010,1,1.0,4.0
10564,1,0,2010,1,1.0,4.0
10564,2,0,2010,1,1.0,0.0
10565,1,0,2010,1,1.0,4.0
10565,1,0,2010,1,2.0,3.0
10565,2,0,2010,1,1.0,0.0
10565,2,0,2010,1,2.0,0.0
10566,1,0,2010,1,1.0,4.0
10566,2,0,2010,1,1.0,0.0
10566,2,0,2010,1,2.0,0.0
10567,1,0,2010,1,1.0,4.0
10568,1,0,2010,1,1.0,4.0
10568,1,0,2010,1,2.0,3.0
10569,1,0,2010,1,1.0,4.0
10569,2,0,2010,1,1.0,0.0
10570,1,0,2010,1,1.0,3.0
10570,1,0,2010,1,2.0,4.0
10571,1,0,2010,1,1.0,4.0
10572,1,0,2010,1,1.0,4.0
10572,2,0,2010,1,1.0,0.0
10572,2,0,2010,1,2.0,0.0
10573,1,10,2010,1,1.0,3.0
10573,1,10,2010,1,2.0,2.0
10573,1,10,2010,1,2.0,4.0
10574,1,0,2010,1,1.0,0.0
10574,2,0,2010,1,1.0,4.0
10575,1,0,2010,1,1.0,4.0
10576,1,0,2010,1,1.0,0.0
10576,2,16,2010,1,,
10576,3,16,2010,1,,
10577,1,0,2010,1,1.0,4.0
10577,2,0,2010,1,1.0,3.0
10577,2,0,2010,1,2.0,3.0
10578,1,0,2010,1,1.0,4.0
10578,1,0,2010,1,2.0,1.0
10579,1,0,2010,1,1.0,4.0
10580,1,0,2010,1,1.0,4.0
10580,2,0,2010,1,1.0,0.0
10581,1,0,2010,1,1.0,4.0
10582,1,0,2010,2,1.0,4.0
10582,2,0,2010,2,1.0,4.0
10583,1,0,2010,1,1.0,4.0
10583,1,0,2010,1,2.0,3.0
10583,2,0,2010,1,1.0,0.0
10583,2,0,2010,1,2.0,0.0
10583,2,0,2010,1,2.0,0.0
10584,1,0,2010,1,1.0,0.0
10584,1,0,2010,1,2.0,4.0
10585,1,0,2010,1,1.0,4.0
10585,2,0,2010,1,1.0,0.0
10585,2,0,2010,1,2.0,0.0
10585,2,0,2010,1,2.0,0.0
10585,2,0,2010,1,2.0,0.0
10586,1,0,2010,1,1.0,0.0
10587,1,0,2010,1,1.0,0.0
10587,1,0,2010,1,2.0,0.0
10587,1,0,2010,1,2.0,0.0
10587,1,0,2010,1,2.0,0.0
10588,1,99,2010,1,1.0,4.0
10588,1,99,2010,1,2.0,2.0
10588,1,99,2010,1,2.0,3.0
10588,1,99,2010,1,2.0,2.0
10589,1,0,2010,1,1.0,4.0
10589,1,0,2010,1,2.0,3.0
10590,1,0,2010,1,1.0,4.0
10591,1,0,2010,1,1.0,4.0
10591,2,0,2010,1,1.0,2.0
10592,1,0,2010,1,1.0,4.0
10593,1,0,2010,1,1.0,4.0
10594,1,0,2010,1,1.0,4.0
10595,1,0,2010,1,1.0,4.0
10596,1,0,2010,1,1.0,0.0
10596,1,0,2010,1,2.0,0.0
10596,1,0,2010,1,2.0,4.0
10596,2,0,2010,1,1.0,0.0
10597,1,0,2010,1,1.0,3.0
10597,1,0,2010,1,2.0,4.0
10597,2,0,2010,1,1.0,2.0
10598,1,0,2010,1,1.0,4.0
10598,1,0,2010,1,2.0,3.0
10598,1,0,2010,1,2.0,3.0
10599,1,0,2010,1,1.0,4.0
10600,1,0,2010,1,1.0,4.0
10601,1,98,2010,1,1.0,4.0
10601,1,98,2010,1,2.0,2.0
10602,1,0,2010,1,1.0,4.0
10603,1,0,2010,1,1.0,4.0
10603,1,0,2010,1,2.0,3.0
10603,1,0,2010,1,2.0,3.0
10603,1,0,2010,1,2.0,3.0
10604,1,0,2010,1,1.0,4.0
10604,2,0,2010,1,1.0,0.0
10605,1,0,2010,1,1.0,4.0
10606,1,0,2010,1,1.0,4.0
10607,1,0,2010,1,1.0,3.0
10607,1,0,2010,1,2.0,4.0
10607,1,0,2010,1,2.0,3.0
10607,1,0,2010,1,2.0,3.0
10607,1,0,2010,1,2.0,3.0
10607,2,0,2010,1,1.0,0.0
10608,1,0,2010,1,1.0,2.0
10608,1,0,2010,1,2.0,0.0
10608,1,0,2010,1,2.0,4.0
10608,1,0,2010,1,2.0,3.0
10608,2,0,2010,1,1.0,1.0
10608,2,0,2010,1,2.0,0.0
10609,1,0,2010,1,1.0,4.0
10610,1,0,2010,1,1.0,4.0
10610,1,0,2010,1,2.0,3.0
10611,1,0,2010,1,1.0,4.0
10611,2,0,2010,1,1.0,3.0
10612,1,0,2010,1,1.0,4.0
10613,1,0,2010,1,1.0,4.0
10614,1,0,2010,1,1.0,0.0
10614,2,0,2010,1,1.0,4.0
