ST_CASE,VEH_NO,MDRDSTRD,YEAR,FATALS,PER_TYP,INJ_SEV
370029,1,0,2014,1,2.0,0.0
370029,1,0,2014,1,2.0,2.0
370030,1,0,2014,1,1.0,1.0
370031,1,0,2014,1,1.0,4.0
370032,1,0,2014,1,1.0,4.0
370033,1,0,2014,2,1.0,4.0
370033,2,0,2014,2,1.0,4.0
370034,1,0,2014,1,1.0,4.0
370034,2,0,2014,1,1.0,2.0
370035,1,0,2014,1,1.0,3.0
370035,1,0,2014,1,2.0,4.0
370036,1,0,2014,1,1.0,0.0
370037,1,0,2014,1,1.0,0.0
370037,1,0,2014,1,2.0,4.0
370038,1,0,2014,1,1.0,4.0
370038,2,0,2014,1,1.0,2.0
370038,2,0,2014,1,2.0,2.0
370038,2,0,2014,1,2.0,2.0
370039,1,0,2014,1,1.0,4.0
370040,1,0,2014,1,1.0,4.0
370040,1,0,2014,1,2.0,2.0
370041,1,0,2014,1,1.0,3.0
370041,1,0,2014,1,2.0,4.0
370042,1,93,2014,1,1.0,4.0
370043,1,0,2014,1,1.0,4.0
370044,1,0,2014,1,1.0,4.0
370045,1,0,2014,1,1.0,4.0
370045,2,0,2014,1,1.0,0.0
370045,3,0,2014,1,1.0,0.0
370045,3,0,2014,1,2.0,0.0
370045,4,0,2014,1,1.0,0.0
370046,1,0,2014,1,1.0,3.0
370046,1,0,2014,1,2.0,4.0
370046,1,0,2014,1,2.0,2.0
370046,1,0,2014,1,2.0,2.0
370046,2,0,2014,1,1.0,2.0
370047,1,0,2014,1,1.0,2.0
370047,1,0,2014,1,2.0,4.0
370048,1,0,2014,1,1.0,4.0
370048,2,0,2014,1,1.0,1.0
370049,1,0,2014,1,1.0,3.0
370049,1,0,2014,1,2.0,4.0
370050,1,0,2014,1,1.0,0.0
370051,1,0,2014,1,1.0,1.0
370051,2,0,2014,1,1.0,4.0
370051,3,0,2014,1,1.0,0.0
370051,4,0,2014,1,1.0,0.0
370052,1,0,2014,1,1.0,4.0
370052,1,0,2014,1,2.0,2.0
370053,1,0,2014,1,1.0,4.0
370053,1,0,2014,1,2.0,3.0
370054,1,0,2014,1,1.0,4.0
370055,1,0,2014,1,1.0,4.0
370055,2,0,2014,1,1.0,0.0
370055,2,0,2014,1,2.0,0.0
370055,2,0,2014,1,2.0,0.0
370056,1,0,2014,1,1.0,0.0
370057,1,0,2014,1,1.0,4.0
370058,1,0,2014,1,1.0,4.0
370058,1,0,2014,1,2.0,1.0
370059,1,0,2014,1,1.0,4.0
370060,1,0,2014,1,1.0,4.0
370061,1,0,2014,1,1.0,1.0
370061,2,93,2014,1,1.0,2.0
370061,2,93,2014,1,2.0,2.0
370061,2,93,2014,1,2.0,4.0
370062,1,93,2014,1,1.0,0.0
370063,1,0,2014,1,1.0,0.0
370063,2,0,2014,1,1.0,4.0
370064,1,93,2014,1,1.0,0.0
370064,1,93,2014,1,2.0,0.0
370064,2,0,2014,1,1.0,2.0
370064,2,0,2014,1,2.0,4.0
370065,1,0,2014,1,1.0,4.0
370065,2,0,2014,1,1.0,0.0
370065,2,0,2014,1,2.0,0.0
370065,2,0,2014,1,2.0,0.0
370065,2,0,2014,1,2.0,0.0
370066,1,0,2014,1,1.0,0.0
370066,2,0,2014,1,1.0,0.0
370067,1,93,2014,1,1.0,2.0
370067,2,0,2014,1,1.0,4.0
370068,1,0,2014,1,1.0,9.0
370069,1,0,2014,1,1.0,4.0
370070,1,0,2014,1,1.0,0.0
370070,1,0,2014,1,2.0,0.0
370070,1,0,2014,1,2.0,0.0
370070,1,0,2014,1,2.0,0.0
370071,1,0,2014,1,1.0,2.0
370071,1,0,2014,1,2.0,4.0
370071,1,0,2014,1,2.0,2.0
370072,1,0,2014,1,1.0,4.0
370073,1,0,2014,1,1.0,2.0
370073,1,0,2014,1,2.0,4.0
370073,1,0,2014,1,2.0,2.0
370074,1,93,2014,1,1.0,4.0
370075,1,0,2014,1,1.0,4.0
370076,1,0,2014,1,1.0,4.0
370077,1,0,2014,1,1.0,4.0
370078,1,0,2014,1,1.0,4.0
370079,1,93,2014,1,1.0,4.0
370079,1,93,2014,1,2.0,1.0
370080,1,0,2014,1,1.0,4.0
370080,2,0,2014,1,1.0,2.0
370081,1,0,2014,1,1.0,1.0
370081,2,93,2014,1,1.0,4.0
370082,1,0,2014,1,1.0,4.0
370082,1,0,2014,1,2.0,0.0
370082,1,0,2014,1,2.0,0.0
370083,1,0,2014,1,1.0,4.0
370083,2,0,2014,1,1.0,2.0
370083,2,0,2014,1,2.0,3.0
370084,1,93,2014,1,1.0,0.0
370084,2,0,2014,1,1.0,0.0
370084,2,0,2014,1,2.0,0.0
370084,2,0,2014,1,2.0,1.0
370084,2,0,2014,1,2.0,4.0
370085,1,0,2014,1,1.0,9.0
370086,1,0,2014,1,1.0,4.0
370086,1,0,2014,1,2.0,2.0
370087,1,0,2014,1,1.0,2.0
370087,2,0,2014,1,1.0,4.0
370088,1,0,2014,1,1.0,3.0
370088,1,0,2014,1,2.0,4.0
370089,1,0,2014,1,1.0,3.0
370089,1,0,2014,1,2.0,4.0
370090,1,0,2014,4,1.0,4.0
370090,1,0,2014,4,2.0,4.0
370090,1,0,2014,4,2.0,4.0
370090,2,0,2014,4,1.0,4.0
370090,2,0,2014,4,2.0,2.0
370091,1,0,2014,1,1.0,4.0
370092,1,0,2014,1,1.0,4.0
370092,2,0,2014,1,1.0,0.0
370092,2,0,2014,1,2.0,0.0
370093,1,0,2014,2,1.0,0.0
370094,1,0,2014,1,1.0,4.0
370094,2,0,2014,1,1.0,1.0
370095,1,0,2014,1,1.0,4.0
370095,2,0,2014,1,1.0,0.0
370095,2,0,2014,1,2.0,1.0
370095,3,0,2014,1,1.0,0.0
370095,3,0,2014,1,2.0,0.0
370096,1,0,2014,1,1.0,4.0
370097,1,0,2014,1,1.0,4.0
370097,1,0,2014,1,2.0,3.0
370098,1,0,2014,1,1.0,2.0
370098,1,0,2014,1,2.0,1.0
370098,2,0,2014,1,1.0,3.0
370098,2,0,2014,1,2.0,4.0
370099,1,0,2014,1,1.0,4.0
370099,2,0,2014,1,1.0,1.0
370100,1,0,2014,1,1.0,1.0
370101,1,0,2014,1,1.0,4.0
370102,1,0,2014,1,1.0,4.0
370103,1,0,2014,1,1.0,4.0
370103,2,0,2014,1,1.0,3.0
370103,2,0,2014,1,2.0,2.0
370103,2,0,2014,1,2.0,1.0
370104,1,0,2014,1,1.0,2.0
370104,2,0,2014,1,1.0,4.0
370104,3,0,2014,1,1.0,2.0
370105,1,0,2014,1,1.0,0.0
370105,2,16,2014,1,,
370106,1,0,2014,1,1.0,4.0
370106,2,0,2014,1,1.0,2.0
370106,2,0,2014,1,2.0,2.0
370107,1,0,2014,1,1.0,4.0
370108,1,0,2014,1,1.0,0.0
370108,1,0,2014,1,2.0,0.0
370109,1,0,2014,1,1.0,0.0
370110,1,0,2014,2,1.0,4.0
370110,1,0,2014,2,2.0,4.0
370110,1,0,2014,2,2.0,2.0
370111,1,0,2014,1,1.0,0.0
370111,2,0,2014,1,1.0,4.0
370112,1,0,2014,1,1.0,0.0
370112,1,0,2014,1,2.0,0.0
370113,1,0,2014,1,1.0,4.0
370113,2,0,2014,1,1.0,0.0
370114,1,0,2014,1,1.0,4.0
370114,2,0,2014,1,1.0,0.0
370116,1,0,2014,1,1.0,4.0
370117,1,0,2014,1,1.0,4.0
370117,2,0,2014,1,1.0,3.0
370117,2,0,2014,1,2.0,3.0
370118,1,0,2014,1,1.0,1.0
370118,1,0,2014,1,2.0,1.0
370118,2,0,2014,1,1.0,4.0
370119,1,0,2014,1,1.0,0.0
370120,1,93,2014,1,1.0,0.0
370120,2,0,2014,1,1.0,4.0
370120,2,0,2014,1,2.0,0.0
370121,1,0,2014,1,1.0,4.0
370122,1,0,2014,1,1.0,0.0
370123,1,93,2014,1,1.0,4.0
370124,1,93,2014,1,1.0,0.0
370124,2,0,2014,1,1.0,4.0
370124,2,0,2014,1,2.0,3.0
370124,3,0,2014,1,1.0,1.0
370124,4,0,2014,1,1.0,1.0
370124,4,0,2014,1,2.0,1.0
370124,4,0,2014,1,2.0,1.0
370125,1,0,2014,1,1.0,4.0
370126,1,0,2014,1,1.0,4.0
370126,2,0,2014,1,1.0,2.0
370127,1,1,2014,1,1.0,0.0
370127,1,1,2014,1,2.0,0.0
370127,2,0,2014,1,1.0,4.0
370128,1,0,2014,1,1.0,2.0
370129,1,0,2014,1,1.0,0.0
370129,1,0,2014,1,2.0,4.0
370129,1,0,2014,1,2.0,0.0
370130,1,0,2014,1,1.0,4.0
370131,1,0,2014,2,1.0,0.0
370131,2,0,2014,2,1.0,4.0
370131,2,0,2014,2,2.0,4.0
370132,1,0,2014,1,1.0,4.0
370133,1,0,2014,1,1.0,0.0
370133,1,0,2014,1,2.0,0.0
370133,1,0,2014,1,2.0,0.0
370134,1,0,2014,1,1.0,4.0
370135,1,0,2014,1,1.0,0.0
370136,1,0,2014,1,1.0,4.0
370137,1,0,2014,1,1.0,4.0
370138,1,0,2014,1,1.0,4.0
370139,1,0,2014,1,1.0,4.0
370140,1,0,2014,1,1.0,2.0
370140,2,0,2014,1,1.0,1.0
370140,2,0,2014,1,2.0,4.0
370141,1,0,2014,1,1.0,4.0
370141,2,0,2014,1,1.0,0.0
370141,2,0,2014,1,2.0,0.0
370141,3,0,2014,1,1.0,0.0
370141,3,0,2014,1,2.0,0.0
370141,3,0,2014,1,2.0,0.0
370142,1,0,2014,1,1.0,4.0
370143,1,0,2014,1,1.0,4.0
370143,1,0,2014,1,2.0,3.0
370144,1,0,2014,1,1.0,4.0
370145,1,0,2014,1,1.0,0.0
370145,1,0,2014,1,2.0,0.0
370146,1,0,2014,1,1.0,0.0
370146,2,0,2014,1,1.0,4.0
370147,1,0,2014,1,1.0,0.0
370147,1,0,2014,1,2.0,0.0
370147,1,0,2014,1,2.0,0.0
370148,1,0,2014,1,1.0,0.0
370148,2,0,2014,1,1.0,0.0
370148,2,0,2014,1,2.0,0.0
370148,3,0,2014,1,1.0,3.0
370148,3,0,2014,1,2.0,4.0
370148,4,0,2014,1,1.0,0.0
370149,1,0,2014,1,1.0,4.0
370151,1,0,2014,1,1.0,4.0
370152,1,0,2014,1,1.0,4.0
370152,2,0,2014,1,1.0,0.0
370152,2,0,2014,1,2.0,0.0
370153,1,0,2014,1,1.0,4.0
370153,1,0,2014,1,2.0,2.0
370154,1,0,2014,1,1.0,3.0
370154,1,0,2014,1,2.0,1.0
370154,1,0,2014,1,2.0,1.0
370154,1,0,2014,1,2.0,1.0
370154,2,0,2014,1,1.0,0.0
370154,3,0,2014,1,1.0,4.0
370155,1,0,2014,1,1.0,0.0
370155,2,0,2014,1,1.0,0.0
370156,1,6,2014,1,1.0,0.0
370157,1,0,2014,1,1.0,4.0
370157,1,0,2014,1,2.0,3.0
370157,2,0,2014,1,1.0,2.0
370157,2,0,2014,1,2.0,2.0
370157,2,0,2014,1,2.0,2.0
370158,1,93,2014,1,1.0,1.0
370158,2,0,2014,1,1.0,4.0
370158,3,0,2014,1,1.0,0.0
370159,1,0,2014,1,1.0,4.0
370160,1,0,2014,1,1.0,4.0
370160,1,0,2014,1,2.0,2.0
370161,1,0,2014,1,1.0,4.0
370162,1,0,2014,1,1.0,2.0
370162,1,0,2014,1,2.0,2.0
370162,1,0,2014,1,2.0,4.0
370162,1,0,2014,1,2.0,2.0
370163,1,93,2014,1,1.0,4.0
370164,1,0,2014,1,1.0,4.0
370164,2,0,2014,1,1.0,1.0
370165,1,0,2014,1,1.0,4.0
370166,1,0,2014,1,1.0,4.0
370167,1,0,2014,1,1.0,2.0
370167,2,0,2014,1,1.0,4.0
370167,2,0,2014,1,2.0,2.0
370167,2,0,2014,1,2.0,2.0
370168,1,0,2014,1,1.0,4.0
370168,2,0,2014,1,1.0,1.0
370169,1,0,2014,1,1.0,4.0
370171,1,0,2014,1,1.0,0.0
370171,1,0,2014,1,2.0,0.0
370171,1,0,2014,1,2.0,0.0
370172,1,0,2014,1,1.0,4.0
370173,1,0,2014,1,1.0,4.0
370173,2,0,2014,1,1.0,1.0
370173,2,0,2014,1,2.0,1.0
370174,1,0,2014,1,1.0,4.0
370175,1,0,2014,1,1.0,0.0
370176,1,0,2014,1,1.0,3.0
370176,2,0,2014,1,1.0,4.0
370177,1,0,2014,1,1.0,0.0
370177,2,0,2014,1,1.0,4.0
370178,1,0,2014,1,1.0,2.0
370178,1,0,2014,1,2.0,2.0
370178,1,0,2014,1,2.0,4.0
370179,1,0,2014,1,1.0,2.0
370179,2,0,2014,1,1.0,3.0
370179,2,0,2014,1,2.0,4.0
370180,1,0,2014,1,1.0,4.0
370181,1,0,2014,2,1.0,4.0
370181,1,0,2014,2,2.0,4.0
370182,1,0,2014,1,1.0,0.0
370182,2,0,2014,1,1.0,4.0
370183,1,0,2014,1,1.0,4.0
370184,1,0,2014,2,1.0,1.0
370184,1,0,2014,2,2.0,2.0
370184,1,0,2014,2,2.0,2.0
370184,1,0,2014,2,2.0,2.0
370184,1,0,2014,2,2.0,2.0
370184,1,0,2014,2,2.0,2.0
370184,2,0,2014,2,1.0,4.0
370184,2,0,2014,2,2.0,4.0
370184,2,0,2014,2,2.0,2.0
370185,1,0,2014,1,1.0,4.0
370185,2,0,2014,1,1.0,1.0
370186,1,0,2014,1,1.0,4.0
370186,1,0,2014,1,2.0,3.0
370186,2,0,2014,1,1.0,1.0
370187,1,0,2014,1,1.0,0.0
370187,2,0,2014,1,1.0,1.0
370187,2,0,2014,1,2.0,1.0
370187,2,0,2014,1,2.0,1.0
370187,3,0,2014,1,1.0,4.0
370188,1,0,2014,1,1.0,4.0
370189,1,0,2014,1,1.0,4.0
370189,2,0,2014,1,1.0,1.0
370190,1,0,2014,1,1.0,1.0
370190,1,0,2014,1,2.0,1.0
370190,2,0,2014,1,1.0,4.0
370190,3,0,2014,1,1.0,0.0
370190,3,0,2014,1,2.0,1.0
370190,3,0,2014,1,2.0,0.0
370191,1,0,2014,2,1.0,4.0
370191,2,0,2014,2,1.0,4.0
370192,1,0,2014,2,1.0,4.0
370192,2,0,2014,2,1.0,4.0
370193,1,0,2014,1,1.0,4.0
370194,1,0,2014,1,1.0,4.0
370195,1,0,2014,1,1.0,4.0
370196,1,0,2014,1,1.0,4.0
370196,2,0,2014,1,1.0,2.0
370197,1,0,2014,1,1.0,4.0
370197,1,0,2014,1,2.0,9.0
370197,2,0,2014,1,1.0,0.0
370197,2,0,2014,1,2.0,1.0
370198,1,19,2014,1,1.0,4.0
370199,1,0,2014,2,1.0,4.0
370199,1,0,2014,2,2.0,4.0
370199,1,0,2014,2,2.0,3.0
370199,1,0,2014,2,2.0,3.0
370200,1,0,2014,1,1.0,0.0
370200,1,0,2014,1,2.0,0.0
370200,2,0,2014,1,1.0,4.0
370201,1,0,2014,1,1.0,4.0
370202,1,0,2014,1,1.0,4.0
370203,1,0,2014,1,1.0,4.0
370203,1,0,2014,1,2.0,2.0
370203,1,0,2014,1,2.0,0.0
370203,2,0,2014,1,1.0,0.0
370203,3,0,2014,1,1.0,0.0
370203,3,0,2014,1,2.0,0.0
370204,1,0,2014,1,1.0,4.0
370205,1,0,2014,1,1.0,2.0
370205,1,0,2014,1,2.0,2.0
370205,1,0,2014,1,2.0,2.0
370205,2,0,2014,1,1.0,4.0
370206,1,0,2014,1,1.0,4.0
370207,1,0,2014,1,1.0,0.0
370207,2,0,2014,1,1.0,4.0
370208,1,0,2014,1,1.0,4.0
370208,2,0,2014,1,1.0,1.0
370208,2,0,2014,1,2.0,0.0
370209,1,0,2014,1,1.0,4.0
370210,1,0,2014,1,1.0,4.0
370210,1,0,2014,1,2.0,2.0
370210,1,0,2014,1,2.0,2.0
370210,1,0,2014,1,2.0,2.0
370210,2,0,2014,1,1.0,0.0
370211,1,0,2014,1,1.0,2.0
370211,1,0,2014,1,2.0,4.0
370211,2,0,2014,1,1.0,1.0
370211,2,0,2014,1,2.0,1.0
370211,2,0,2014,1,2.0,1.0
370211,2,0,2014,1,2.0,1.0
370211,2,0,2014,1,2.0,1.0
370211,2,0,2014,1,2.0,1.0
370211,2,0,2014,1,2.0,1.0
370212,1,0,2014,1,1.0,4.0
370212,1,0,2014,1,2.0,2.0
370213,1,0,2014,1,1.0,4.0
370214,1,0,2014,1,1.0,3.0
370214,1,0,2014,1,2.0,4.0
370215,1,0,2014,1,1.0,4.0
370216,1,0,2014,1,1.0,4.0
370217,1,0,2014,1,1.0,0.0
370218,1,0,2014,1,1.0,0.0
370218,2,0,2014,1,1.0,0.0
370219,1,0,2014,1,1.0,4.0
370220,1,0,2014,1,1.0,4.0
370221,1,0,2014,1,1.0,4.0
370222,1,0,2014,1,1.0,4.0
370223,1,0,2014,1,1.0,4.0
370224,1,0,2014,1,1.0,0.0
370224,1,0,2014,1,2.0,0.0
370224,1,0,2014,1,2.0,0.0
370224,1,0,2014,1,2.0,0.0
370224,2,0,2014,1,1.0,0.0
370225,1,0,2014,1,1.0,4.0
370225,1,0,2014,1,2.0,2.0
370225,2,0,2014,1,1.0,0.0
370225,2,0,2014,1,2.0,0.0
370226,1,93,2014,1,1.0,4.0
370227,1,0,2014,2,1.0,4.0
370227,2,0,2014,2,1.0,4.0
370227,2,0,2014,2,2.0,3.0
370228,1,0,2014,2,1.0,4.0
370228,2,0,2014,2,1.0,4.0
370228,2,0,2014,2,2.0,2.0
370229,1,0,2014,1,1.0,0.0
370229,2,0,2014,1,1.0,4.0
370230,1,0,2014,1,1.0,4.0
370231,1,0,2014,1,1.0,4.0
370232,1,0,2014,1,1.0,0.0
370233,1,0,2014,1,1.0,0.0
370234,1,0,2014,1,1.0,4.0
370234,1,0,2014,1,2.0,1.0
370235,1,0,2014,1,1.0,2.0
370235,2,0,2014,1,1.0,4.0
370236,1,93,2014,1,1.0,2.0
370236,2,0,2014,1,1.0,4.0
370237,1,0,2014,1,1.0,2.0
370237,1,0,2014,1,2.0,4.0
370237,1,0,2014,1,2.0,2.0
370237,1,0,2014,1,2.0,2.0
370238,1,0,2014,1,1.0,4.0
370239,1,0,2014,1,1.0,4.0
370240,1,0,2014,1,1.0,1.0
370240,1,0,2014,1,2.0,1.0
370241,1,0,2014,1,1.0,4.0
370242,1,0,2014,1,1.0,4.0
370243,1,93,2014,1,1.0,2.0
370243,2,0,2014,1,1.0,0.0
370243,2,0,2014,1,2.0,1.0
370243,2,0,2014,1,2.0,1.0
370243,2,0,2014,1,2.0,0.0
370243,2,0,2014,1,2.0,0.0
370243,3,0,2014,1,1.0,4.0
370244,1,93,2014,1,1.0,0.0
370244,2,0,2014,1,1.0,1.0
370244,2,0,2014,1,2.0,4.0
370245,1,0,2014,1,1.0,4.0
370245,2,0,2014,1,1.0,1.0
370246,1,0,2014,1,1.0,0.0
370247,1,0,2014,1,1.0,4.0
370248,1,0,2014,1,1.0,4.0
370249,1,0,2014,1,1.0,0.0
370249,1,0,2014,1,2.0,0.0
370250,1,0,2014,1,1.0,4.0
370251,1,0,2014,1,1.0,4.0
370252,1,0,2014,1,1.0,4.0
370253,1,0,2014,1,1.0,3.0
370253,2,0,2014,1,1.0,4.0
370254,1,93,2014,1,1.0,0.0
370254,1,93,2014,1,2.0,4.0
370255,1,0,2014,1,1.0,4.0
370256,1,0,2014,1,1.0,0.0
370256,1,0,2014,1,2.0,4.0
370257,1,0,2014,1,1.0,4.0
370257,1,0,2014,1,2.0,2.0
370258,1,0,2014,1,1.0,4.0
370258,1,0,2014,1,2.0,2.0
370259,1,0,2014,1,1.0,4.0
370260,1,0,2014,1,1.0,4.0
370261,1,92,2014,1,1.0,2.0
370261,1,92,2014,1,2.0,4.0
370262,1,0,2014,1,1.0,4.0
370263,1,0,2014,1,1.0,2.0
370263,1,0,2014,1,2.0,4.0
370263,2,16,2014,1,,
370264,1,93,2014,1,1.0,4.0
370264,2,0,2014,1,1.0,1.0
370264,2,0,2014,1,2.0,2.0
370265,1,0,2014,1,1.0,0.0
370265,1,0,2014,1,2.0,0.0
370265,1,0,2014,1,2.0,0.0
370266,1,0,2014,1,1.0,4.0
370266,2,0,2014,1,1.0,1.0
370267,1,0,2014,1,1.0,0.0
370267,1,0,2014,1,2.0,0.0
370268,1,0,2014,1,1.0,4.0
370268,2,0,2014,1,1.0,1.0
370268,2,0,2014,1,2.0,1.0
370268,2,0,2014,1,2.0,1.0
370268,3,0,2014,1,1.0,0.0
370269,1,0,2014,1,1.0,2.0
370269,1,0,2014,1,2.0,4.0
370270,1,0,2014,1,1.0,0.0
370270,2,6,2014,1,1.0,4.0
370271,1,0,2014,1,1.0,0.0
370272,1,0,2014,1,1.0,0.0
370272,2,0,2014,1,1.0,4.0
370273,1,0,2014,1,1.0,0.0
370274,1,93,2014,1,1.0,4.0
370274,2,0,2014,1,1.0,0.0
370274,2,0,2014,1,2.0,0.0
370275,1,0,2014,1,1.0,4.0
370276,1,0,2014,1,1.0,4.0
370276,2,0,2014,1,1.0,1.0
370276,2,0,2014,1,2.0,1.0
370277,1,0,2014,1,1.0,0.0
370277,2,0,2014,1,1.0,3.0
370278,1,0,2014,1,1.0,4.0
370279,1,0,2014,1,1.0,4.0
370280,1,0,2014,3,1.0,0.0
370280,1,0,2014,3,2.0,0.0
370280,1,0,2014,3,2.0,1.0
370280,1,0,2014,3,2.0,1.0
370280,2,0,2014,3,1.0,4.0
370280,3,0,2014,3,1.0,2.0
370280,3,0,2014,3,2.0,2.0
370280,3,0,2014,3,2.0,4.0
370280,3,0,2014,3,2.0,4.0
370280,4,0,2014,3,1.0,0.0
370280,4,0,2014,3,2.0,0.0
370280,4,0,2014,3,2.0,0.0
370281,1,0,2014,1,1.0,4.0
370281,2,0,2014,1,1.0,0.0
370281,2,0,2014,1,2.0,0.0
370282,1,99,2014,1,1.0,0.0
370282,2,99,2014,1,1.0,9.0
370283,1,0,2014,1,1.0,4.0
370284,1,0,2014,1,1.0,4.0
370285,1,0,2014,1,1.0,2.0
370285,1,0,2014,1,2.0,4.0
370285,1,0,2014,1,2.0,2.0
370285,1,0,2014,1,2.0,3.0
370286,1,0,2014,1,1.0,2.0
370286,1,0,2014,1,2.0,4.0
370287,1,0,2014,1,1.0,4.0
370288,1,0,2014,1,1.0,4.0
370288,2,0,2014,1,1.0,0.0
370289,1,0,2014,1,1.0,4.0
370289,1,0,2014,1,2.0,2.0
370289,2,0,2014,1,1.0,0.0
370290,1,0,2014,1,1.0,4.0
370290,2,0,2014,1,1.0,0.0
370291,1,0,2014,1,1.0,0.0
370291,2,0,2014,1,1.0,4.0
370292,1,0,2014,1,1.0,4.0
370293,1,0,2014,1,1.0,0.0
370294,1,0,2014,1,1.0,3.0
370294,1,0,2014,1,2.0,2.0
370294,2,0,2014,1,1.0,4.0
370295,1,0,2014,1,1.0,0.0
370295,2,0,2014,1,1.0,4.0
370296,1,0,2014,2,1.0,4.0
370296,1,0,2014,2,2.0,4.0
370296,1,0,2014,2,2.0,2.0
370296,2,0,2014,2,1.0,1.0
370296,2,0,2014,2,2.0,1.0
370296,2,0,2014,2,2.0,1.0
370297,1,0,2014,1,1.0,4.0
370298,1,0,2014,1,1.0,4.0
370298,2,93,2014,1,1.0,0.0
370299,1,93,2014,1,1.0,0.0
370299,1,93,2014,1,2.0,0.0
370299,1,93,2014,1,2.0,0.0
370300,1,0,2014,1,1.0,2.0
370300,2,0,2014,1,1.0,4.0
370301,1,0,2014,1,1.0,4.0
370302,1,0,2014,1,1.0,3.0
370302,1,0,2014,1,2.0,4.0
370303,1,0,2014,1,1.0,4.0
370304,1,0,2014,1,1.0,4.0
370304,2,0,2014,1,1.0,3.0
370305,1,0,2014,1,1.0,4.0
370306,1,0,2014,2,1.0,4.0
370306,1,0,2014,2,2.0,4.0
370307,1,0,2014,1,1.0,4.0
370307,2,0,2014,1,1.0,0.0
370308,1,0,2014,1,1.0,4.0
370308,2,0,2014,1,1.0,1.0
370309,1,0,2014,1,1.0,0.0
370309,2,0,2014,1,1.0,4.0
370310,1,0,2014,1,1.0,4.0
370310,2,0,2014,1,1.0,1.0
370311,1,0,2014,1,1.0,4.0
370311,2,0,2014,1,1.0,1.0
370312,1,0,2014,1,1.0,0.0
370312,1,0,2014,1,2.0,0.0
370313,1,0,2014,1,1.0,0.0
370313,1,0,2014,1,2.0,0.0
370313,1,0,2014,1,2.0,0.0
370313,1,0,2014,1,2.0,4.0
370314,1,0,2014,1,1.0,4.0
370315,1,0,2014,1,1.0,4.0
370316,1,93,2014,1,1.0,0.0
370316,1,93,2014,1,2.0,0.0
370316,2,0,2014,1,1.0,4.0
370317,1,0,2014,1,1.0,4.0
370318,1,0,2014,1,1.0,3.0
370318,2,0,2014,1,1.0,4.0
370318,2,0,2014,1,2.0,3.0
370319,1,0,2014,1,1.0,4.0
370320,1,0,2014,1,1.0,2.0
370320,2,0,2014,1,1.0,4.0
370320,3,0,2014,1,1.0,3.0
370320,4,0,2014,1,1.0,1.0
370320,4,0,2014,1,2.0,0.0
370321,1,93,2014,1,1.0,0.0
370321,2,0,2014,1,1.0,2.0
370321,2,0,2014,1,2.0,1.0
370321,2,0,2014,1,2.0,1.0
370321,3,0,2014,1,1.0,4.0
370322,1,0,2014,1,1.0,0.0
370322,2,0,2014,1,1.0,4.0
370323,1,0,2014,1,1.0,4.0
370324,1,0,2014,1,1.0,4.0
370324,1,0,2014,1,2.0,3.0
370325,1,0,2014,1,1.0,4.0
370325,2,0,2014,1,1.0,1.0
370326,1,0,2014,1,1.0,4.0
370327,1,0,2014,1,1.0,2.0
370327,1,0,2014,1,2.0,1.0
370327,1,0,2014,1,2.0,4.0
370328,1,0,2014,1,1.0,4.0
370329,1,0,2014,1,1.0,9.0
370329,2,0,2014,1,1.0,4.0
370330,1,0,2014,2,1.0,1.0
370330,2,93,2014,2,1.0,4.0
370330,2,93,2014,2,2.0,4.0
370331,1,93,2014,1,1.0,4.0
370332,1,0,2014,1,1.0,4.0
370332,2,0,2014,1,1.0,1.0
370332,2,0,2014,1,2.0,1.0
370332,2,0,2014,1,2.0,1.0
370332,2,0,2014,1,2.0,1.0
370333,1,93,2014,1,1.0,4.0
370334,1,93,2014,1,1.0,4.0
370334,2,0,2014,1,1.0,0.0
370335,1,0,2014,1,1.0,4.0
370336,2,0,2014,1,1.0,4.0
370337,1,0,2014,1,1.0,2.0
370337,1,0,2014,1,2.0,2.0
370337,1,0,2014,1,2.0,4.0
370338,1,0,2014,1,1.0,1.0
370338,2,0,2014,1,1.0,2.0
370338,2,0,2014,1,2.0,4.0
370338,2,0,2014,1,2.0,2.0
370339,1,0,2014,1,1.0,4.0
370339,2,0,2014,1,1.0,0.0
370339,2,0,2014,1,2.0,0.0
370340,1,0,2014,1,1.0,4.0
370340,2,0,2014,1,1.0,0.0
370341,1,0,2014,1,1.0,4.0
370341,2,0,2014,1,1.0,1.0
370341,2,0,2014,1,2.0,2.0
370342,1,0,2014,1,1.0,4.0
370343,1,0,2014,1,1.0,0.0
370343,1,0,2014,1,2.0,0.0
370343,1,0,2014,1,2.0,0.0
370343,2,0,2014,1,1.0,4.0
370344,1,0,2014,1,1.0,3.0
370344,2,0,2014,1,1.0,4.0
370345,1,0,2014,1,1.0,4.0
370345,2,0,2014,1,1.0,0.0
370345,2,0,2014,1,2.0,1.0
370346,1,0,2014,1,1.0,2.0
370346,1,0,2014,1,2.0,2.0
370346,2,0,2014,1,1.0,4.0
370347,1,93,2014,1,1.0,2.0
370347,1,93,2014,1,2.0,4.0
370348,1,0,2014,1,1.0,4.0
370348,2,0,2014,1,1.0,0.0
370349,1,0,2014,1,1.0,4.0
370350,1,0,2014,1,1.0,0.0
370350,2,93,2014,1,1.0,3.0
370350,2,93,2014,1,2.0,4.0
370351,1,0,2014,1,1.0,4.0
370352,1,0,2014,1,1.0,4.0
